    70/499     14.4G   0.04039   0.01669   0.04432    0.1014        31      1024    0.2738    0.7973    0.4815    0.3408   0.02341    0.0239   0.03994
    71/499     14.4G   0.03857   0.01668   0.04306   0.09831        30      1024    0.2299    0.8232    0.4595    0.2004   0.02942   0.02603   0.03978
    72/499     14.4G   0.04074   0.01723   0.04534    0.1033        32      1024    0.2471    0.7338    0.4611    0.2193   0.03093   0.02627   0.04099
    73/499     14.4G   0.04832   0.01865   0.04381    0.1108        36      1024    0.1909    0.7969    0.4981    0.3344   0.02781   0.02505   0.03871
    74/499     14.4G   0.03557   0.01804   0.04272   0.09633        33      1024    0.1426    0.7662     0.448    0.3113   0.02791   0.02501   0.04034
    75/499     14.4G   0.03868   0.01495   0.04046   0.09409        19      1024    0.2929    0.7808    0.5484      0.38   0.02023   0.02397   0.03939
    76/499     14.4G   0.03662   0.01668   0.04241   0.09571        38      1024    0.2114    0.8175    0.5472    0.3594   0.02626   0.02365   0.03923
    77/499     14.4G   0.04034   0.01739   0.04203   0.09975        36      1024     0.298    0.8877    0.5843    0.3973   0.02187   0.02313   0.03785
    78/499     14.4G   0.03749   0.01598   0.04214   0.09561        34      1024    0.2745    0.9201    0.5606     0.421   0.02622   0.02451   0.03815
    79/499     14.4G   0.04308     0.017   0.04221    0.1023        23      1024    0.2338    0.9226    0.5547    0.2851    0.0278   0.02492   0.03648
    80/499     14.4G   0.03897   0.01755   0.04257   0.09909        39      1024     0.287    0.9032    0.5225    0.3316   0.02424    0.0246   0.03865
    81/499     14.4G   0.03893   0.01721   0.04032   0.09646        28      1024    0.2624    0.9337    0.5201    0.3897   0.02428   0.02472   0.03713
    82/499     14.4G   0.03709   0.01633   0.04135   0.09477        27      1024    0.1917    0.9218    0.5011     0.341   0.02499   0.02458   0.03558
    83/499     14.4G     0.037    0.0157   0.04244   0.09514        22      1024    0.2932      0.96    0.5615    0.4208   0.02203   0.02349   0.03442
    84/499     14.4G   0.03713   0.01556   0.04024   0.09293        34      1024    0.2478    0.9464    0.5533    0.3468   0.02496   0.02486   0.03785
    85/499     14.4G   0.03836   0.01652   0.04193   0.09681        38      1024    0.2259    0.9498    0.5546    0.3481   0.02342   0.02471   0.03569
    86/499     14.4G   0.03956   0.01735   0.03889    0.0958        29      1024     0.244    0.9629    0.5984    0.4378   0.02139   0.02461   0.03623
    87/499     14.4G   0.03741    0.0156   0.03733   0.09035        23      1024    0.2385    0.9702    0.6547    0.4408    0.0199   0.02411   0.03364
    88/499     14.4G    0.0348   0.01498   0.03842   0.08819        23      1024    0.2689    0.9821    0.6281    0.4667   0.01877   0.02285   0.03559
    89/499     14.4G   0.03599   0.01614   0.03864   0.09077        36      1024    0.2863      0.96    0.6127    0.3685   0.02408   0.02401   0.03645
    90/499     14.4G   0.03382   0.01704   0.03677   0.08763        37      1024    0.1994      0.96     0.578    0.3805    0.0241   0.02459   0.03424
    91/499     14.4G   0.03514    0.0145   0.03802   0.08766        33      1024    0.2548    0.9719    0.6148    0.4273   0.02135   0.02333   0.03191
    92/499     14.4G   0.03589   0.01549    0.0356   0.08699        18      1024    0.2899    0.9702    0.6519    0.3547   0.02359   0.02389   0.03129
    93/499     14.4G    0.0346   0.01705   0.03621   0.08786        37      1024    0.2569    0.9702    0.6955    0.4719   0.02312   0.02362   0.03147
    94/499     14.4G   0.03293   0.01561   0.03633   0.08487        30      1024    0.2937    0.9821    0.7324    0.5334   0.01736    0.0218    0.0311
    95/499     14.4G   0.03865   0.01741   0.03439   0.09045        32      1024    0.2165    0.9821    0.6961    0.4241    0.0246   0.02389   0.03036
    96/499     14.4G   0.03552   0.01677   0.03589   0.08817        38      1024    0.2875    0.9842    0.7538    0.5629   0.02069   0.02397   0.02963
    97/499     14.4G   0.03269   0.01541   0.03536   0.08346        29      1024    0.3065    0.9821    0.6737    0.4969   0.01714    0.0223   0.03097
    98/499     14.4G   0.03405    0.0155   0.03419   0.08374        27      1024    0.2739    0.9702    0.7078    0.4862   0.02239   0.02347      0.03
    99/499     14.4G   0.03748   0.01449   0.03394    0.0859        29      1024    0.2699    0.9702    0.7562    0.5599   0.02076   0.02407   0.02981
   100/499     14.4G   0.03334   0.01569   0.03186   0.08089        25      1024    0.3185    0.9721     0.728    0.5388   0.01799   0.02392   0.03109
   101/499     14.4G   0.03019   0.01482   0.03601   0.08103        34      1024    0.2368    0.9821     0.682    0.4905   0.02521   0.02378   0.03508
   102/499     14.4G    0.0369   0.01729   0.03486   0.08906        41      1024    0.2689    0.9821    0.7302    0.5022   0.02236    0.0222   0.03006
   103/499     14.4G   0.03076   0.01439   0.03187   0.07702        24      1024    0.2639    0.9821    0.7635     0.514   0.01987   0.02195   0.02925
   104/499     14.4G   0.03833   0.01672   0.03377   0.08882        28      1024    0.1906    0.9702     0.708     0.458   0.03029   0.02548   0.02823
   105/499     14.4G   0.04974   0.01819   0.03289    0.1008        38      1024    0.2277    0.9702    0.6979    0.4504   0.03094   0.02536   0.02986
   106/499     14.4G   0.04093   0.01892   0.03423   0.09408        44      1024    0.3019    0.9541    0.7344    0.4734   0.02555   0.02714   0.02867
   107/499     14.4G   0.03434   0.01844    0.0339   0.08667        28      1024    0.3426    0.9702     0.764    0.4731   0.02373   0.02598   0.02979
   108/499     14.4G   0.03434   0.01595   0.03648   0.08677        21      1024    0.3081     0.932    0.6807     0.441    0.0227   0.02388   0.03031
   109/499     14.4G    0.0377   0.01781   0.03448      0.09        37      1024    0.2802     0.885    0.6809    0.4485   0.02437   0.02465   0.02986
   110/499     14.4G    0.0393   0.01842   0.03413   0.09185        31      1024    0.2485    0.9524     0.719    0.5559   0.02281   0.02382    0.0304
   111/499     14.4G   0.04082   0.01679   0.03486   0.09247        32      1024    0.2928    0.9702     0.749    0.4905   0.02653   0.02486   0.02853
   112/499     14.4G   0.03612   0.01782   0.03485   0.08879        34      1024    0.3267    0.9702    0.7722    0.5503   0.02202   0.02474   0.02806
   113/499     14.4G   0.03925   0.01705   0.03276   0.08905        33      1024    0.2847    0.9702     0.722     0.429   0.02391    0.0253   0.02824
   114/499     14.4G   0.03951   0.01722   0.03384   0.09057        32      1024    0.2389    0.9702    0.7169    0.4685   0.02313    0.0241   0.03047
   115/499     14.4G    0.0371   0.01569   0.03318   0.08597        35      1024    0.2608    0.9702     0.737    0.5196   0.02244     0.023   0.03308
   116/499     14.4G    0.0364   0.01732   0.03138   0.08511        23      1024    0.2015    0.9821    0.7361    0.4173   0.02552   0.02492   0.03076
   117/499     14.4G   0.03972   0.01744   0.03218   0.08934        28      1024    0.2465    0.9583    0.7377    0.4913   0.02345   0.02379   0.02932
   118/499     14.4G   0.03732   0.01625   0.03122   0.08479        30      1024    0.2703    0.9702     0.777    0.5321   0.02164   0.02359   0.02879
   119/499     14.4G   0.03528    0.0159   0.03327   0.08445        29      1024    0.2206    0.9583     0.791    0.5865   0.02481   0.02351   0.02782
   120/499     14.4G   0.03756   0.01656   0.03066   0.08479        22      1024    0.2125    0.9524    0.7529    0.4722   0.02655   0.02433   0.02807
   121/499     14.4G   0.03506   0.01612    0.0308   0.08198        38      1024     0.243    0.9524    0.7562    0.5509   0.02352    0.0238   0.02842
   122/499     14.4G    0.0355   0.01799   0.02911   0.08259        45      1024    0.2839    0.9702    0.7306    0.5093   0.02508   0.02363   0.02782
   123/499     14.4G   0.03457   0.01669   0.02938   0.08064        33      1024    0.2961    0.9702    0.7441    0.5758   0.02166    0.0225   0.02746
   124/499     14.4G   0.03367   0.01427   0.03024   0.07818        29      1024    0.2599    0.9702    0.7813    0.5829   0.02228   0.02285   0.02652
   125/499     14.4G    0.0341   0.01685   0.03196   0.08291        37      1024    0.2401    0.9702    0.7392    0.4707   0.02364   0.02383   0.02602
   126/499     14.4G   0.03286   0.01594   0.02947   0.07827        27      1024    0.3243     0.994     0.859    0.5871   0.01975   0.02336   0.02542
   127/499     14.4G   0.03016   0.01502   0.02771   0.07289        30      1024    0.3222    0.9821    0.8534    0.6409    0.0184   0.02283   0.02537
   128/499     14.4G   0.03177   0.01751   0.02711   0.07639        49      1024    0.2548    0.9821    0.8026    0.6264   0.02226   0.02315   0.02467
   129/499     14.4G    0.0363   0.01682   0.02994   0.08306        45      1024    0.2773    0.9702    0.7448    0.5465   0.02109   0.02187   0.02537
   130/499     14.4G   0.03387    0.0171   0.02715   0.07812        36      1024    0.3015    0.9702    0.7979    0.5981   0.02151   0.02176   0.02553
   131/499     14.4G   0.03597   0.01604   0.02632   0.07833        34      1024    0.3245    0.9762    0.7932    0.5393   0.02227   0.02351    0.0297
   132/499     14.4G   0.03806   0.01642   0.02445   0.07893        45      1024    0.2656    0.9762    0.7944    0.5892   0.02322   0.02407   0.02499
   133/499     14.4G   0.03392    0.0162   0.02731   0.07742        27      1024    0.3169    0.9702    0.8255    0.7051   0.01855   0.02286   0.02365
   134/499     14.4G   0.03098   0.01607   0.02474   0.07179        36      1024    0.3092    0.9702    0.8351    0.7091   0.01846   0.02256    0.0224
   135/499     14.4G   0.02861   0.01399   0.02478   0.06738        22      1024    0.3117    0.9702    0.8445    0.6907    0.0188   0.02215   0.02144
   136/499     14.4G   0.03009   0.01528   0.02546   0.07082        36      1024    0.3226    0.9877    0.8598    0.6489   0.01978   0.02262   0.02164
   137/499     14.4G   0.03102   0.01476   0.02433   0.07011        25      1024    0.3493     0.986    0.8703    0.6792    0.0182   0.02188   0.02157
   138/499     14.4G   0.02918   0.01419    0.0233   0.06667        34      1024     0.347    0.9821    0.8554    0.6914   0.01848   0.02299   0.02147
   139/499     14.4G   0.03073   0.01489    0.0225   0.06812        27      1024    0.3307    0.9821    0.8923    0.7215   0.02008   0.02221   0.02096
   140/499     14.4G   0.03197   0.01742    0.0226   0.07199        30      1024    0.3518    0.9821     0.868    0.6622   0.01922   0.02336   0.02274
   141/499     14.4G   0.03215   0.01625   0.02201    0.0704        32      1024     0.374    0.9821     0.866    0.6682     0.018    0.0222   0.02225
   142/499     14.4G   0.03023   0.01637   0.02213   0.06872        40      1024    0.3832    0.9821    0.8211    0.6589   0.01712   0.02209   0.02407
   143/499     14.4G   0.02852    0.0162   0.02236   0.06708        37      1024    0.3853    0.9821    0.8222    0.6422   0.01742   0.02165   0.02153
   144/499     14.4G   0.03219   0.01588   0.02312   0.07119        34      1024    0.3463    0.9702    0.7869    0.5952   0.01968   0.02232    0.0205
   145/499     14.4G   0.03059   0.01451   0.02271   0.06781        23      1024     0.344    0.9702    0.8365     0.646   0.02142   0.02337   0.01955
   146/499     14.4G   0.02853   0.01497   0.02015   0.06365        23      1024    0.3585    0.9821      0.88    0.7105   0.01783   0.02184   0.02055
